code,name,canton,fromValue,fromWeight,toValue,toWeight,deltaMin,deltaLabel,window,fromYear,toYear,level,metric,weightMode
BL-2787,Laufen,BL,8.551923076923076,130.0,8.43623076923077,130.0,-0.11569230769230643,-7 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
BL-2829,Liestal,BL,7.417076923076923,130.0,7.931,130.0,0.5139230769230769,+31 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
BL-2861,Sissach,BL,6.3072307692307685,130.0,6.777153846153846,130.0,0.46992307692307733,+28 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
BS-2701,Basel,BS,6.833692307692307,130.0,6.7592307692307685,130.0,-0.0744615384615388,-4 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
FR-2096,Romont (FR),FR,5.38,130.0,5.608153846153845,130.0,0.22815384615384549,+14 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
FR-2125,Bulle,FR,5.676923076923077,130.0,7.317923076923076,130.0,1.6409999999999991,+1 min 38 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
FR-2196,Fribourg,FR,5.026461538461539,130.0,4.913307692307693,130.0,-0.11315384615384616,-7 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
FR-2265,Kerzers,FR,4.995769230769231,130.0,4.664461538461539,130.0,-0.33130769230769275,-20 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
GE-6621,Genève,GE,12.164384615384614,130.0,11.763076923076923,130.0,-0.40130769230769125,-24 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
GR-3901,Chur,GR,9.500384615384615,130.0,10.50246153846154,130.0,1.0020769230769258,+1 min,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
GR-3955,Landquart,GR,7.523384615384615,130.0,8.439999999999998,130.0,0.9166153846153824,+55 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
JU-6711,Delémont,JU,8.061923076923076,130.0,7.5887692307692305,130.0,-0.4731538461538456,-28 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
JU-6831,Moutier,JU,9.51653846153846,130.0,8.773307692307693,130.0,-0.7432307692307667,-45 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
LU-1061,Luzern,LU,5.664615384615385,130.0,6.013307692307692,130.0,0.34869230769230697,+21 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
LU-1103,Sursee,LU,5.370538461538462,130.0,5.872461538461538,130.0,0.5019230769230756,+30 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
LU-1107,Wolhusen,LU,5.9423076923076925,130.0,6.425,130.0,0.4826923076923073,+29 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
NE-6421,La Chaux-de-Fonds,NE,10.318384615384616,130.0,10.38076923076923,130.0,0.06238461538461415,+4 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
NE-6436,Le Locle,NE,12.088461538461539,130.0,13.434615384615384,130.0,1.346153846153845,+1 min 21 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
NE-6458,Neuchâtel,NE,9.500538461538463,130.0,10.135615384615386,130.0,0.6350769230769231,+38 s,2011-2014,2011,2014 Q1/2,municipality,avgDwellMin,unweighted
